geneNames	GSM44908	GSM44909	GSM44910	GSM44911	GSM44912	GSM44913	GSM44938	GSM44939	GSM44940	GSM44941	GSM44942	GSM44943	GSM44944
CD160	10.77539173	4.83567353	22.64534857	15.51587201	9.673925784	12.05898137	5.147742032	16.69814953	12.12471673	2.992561126	6.762519875	5.583780543	29.16083418
CD163	36.07763158	21.34816655	12.31024754	65.790122125	33.181008605	27.8327656335	24.198188465	17.1202171135	8.8656893815	17.9609838025	34.39243143	23.1988296925	13.7008932185
CD164	1929.84023	1630.947326	1962.27579	1546.038809	1599.721381	1429.572523	2446.818427	2456.88775	2550.097605	3077.100089	1799.238709	2223.675539	1860.986274
CD180	11.96427093	4.551914817	7.909864838	8.716670262	6.204672801	7.919415915	5.932012002	4.577673065	6.817365015	8.527172275	10.38277504	9.149358821	2.254344407
CD19	146.9735857	254.2444293	218.6171098	193.7425446	187.9676099	121.3418308	84.91128312	38.70618039	91.42546297	77.1287401	84.20178609	84.38723813	79.81205193
CD1A	94.39664062	56.98824576	165.4529788	76.79783018	108.1204784	43.89148662	63.81170847	46.91624571	50.85572349	28.97068426	9.476797531	48.7694827	46.38529611
CD1B	26.31592768	12.85203135	4.410298278	47.34029061	8.945209449	5.887214719	5.355067429	2.320505207	4.932184801	3.775164989	28.1629677	4.25112081	6.85788742
CD1C	115.9660122	74.96117815	99.2862626	127.8266611	132.5268771	131.8045985	44.86159298	56.50324263	58.03386485	13.91279353	18.35582931	47.29954942	28.46568887
CD1D	18.29537519	5.113839608	10.73730358	19.25044642	21.96199841	17.3541499	8.620548357	8.62779224	31.1071577	33.46466113	43.62736495	48.01396728	3.523121292
CD1E	90.97244567	12.46927507	80.68342495	13.44623195	81.09045161	45.69170631	30.57111539	14.47699907	8.159832739	12.84414417	10.05677872	5.799063943	16.07039099
CD2	127.5148879	113.0017198	136.3451832	179.3435642	124.1664835	164.438724	53.33456649	66.18829869	78.17784174	39.93704393	54.56341253	32.33350693	41.26934344
CD200	526.4791915	643.7536351	414.7364315	216.8606605	219.9157084	204.6474169	178.9290539	138.3408184	108.5731059	104.9464259	66.55941268	212.5027836	120.5390817
CD22	163.6915317415	101.884188615	135.907402695	210.0520006955	191.8419334935	176.4733631365	10.489725289	56.887166005	63.5344847	84.1424778465	82.1285004075	74.896673955	50.701250992
CD226	7.599577133	8.898574503	4.273749199	8.699048355	6.4870652	3.692378531	30.92363822	6.505741954	45.49014854	10.78021147	17.21142708	2.742152613	4.00256467
CD24	5.811347399	10.66683971	2.504305893	5.935591743	2.557489279	3.252038585	1.15980813	10.09473986	6.984573428	5.383474304	9.348918432	22.25336738	14.36015594
CD247	76.68385928	11.48011796	17.62632197	14.66239457	29.26984679	8.114225714	55.84568925	11.46114487	30.80051345	43.72061639	16.39050086	8.403236744	6.301044301
CD27	9.715513344	9.197504164	22.40249005	6.659384595	8.183313332	10.82429545	9.94024005	5.608902456	15.96571341	12.6391607	11.96117078	35.97907493	7.284933248
CD28	3.352630165	4.911576634	3.371568268	2.040933463	11.06404148	3.903204134	9.721719154	1.577930332	4.716794495	3.653681713	3.386723147	3.820086868	2.756708427
CD2AP	616.5701927	572.7803563	662.7742061	724.7393299	787.3978965	792.8572433	504.0725997	522.1987937	456.0169859	557.0319026	709.5797621	444.2813557	608.6710318
CD2BP2	248.1934418	219.7324025	206.8215693	315.5553924	59.60440282	134.2711598	174.2458318	104.0503955	173.3471378	188.3750224	55.68051806	155.2717396	195.9479067
CD300A	113.3466583	87.01164815	125.6041256	45.226144	79.3576885	118.0056982	18.22362441	26.17257964	94.17581808	23.58619197	27.88667001	81.896207	44.26695282
CD300C	110.4505611	91.4020322	110.6358558	90.03611955	75.30123767	143.7261464	78.60703185	81.22277973	100.2876772	9.203867651	48.37991311	36.71083625	83.40848818
CD33	115.8339863	79.42567241	83.75774154	62.2190375	100.3833588	83.19086624	7.914615449	11.06384359	85.48605917	20.77319448	8.271629418	63.63804757	6.239587735
CD34	493.7871462	477.12139165	395.509547	381.4286888	481.59719635	420.74028555	141.3888818	166.5538903	145.56069426	132.288118	199.0420825	181.1571867	175.1001545
CD36	26.06154862	10.47108104	19.59774886	45.21575324	20.63114192	25.97960778	16.06697028	17.22875575	3.01315974	4.095618691	15.86893653	2.902821721	9.981451942
CD37	167.2212458	148.4523785	163.9372367	135.5678898	114.5514766	130.6686986	8.774631883	21.68653341	15.27917265	14.82741912	20.72654129	28.21596802	11.50127409
CD38	7.877653636	12.56477744	7.109799325	9.27146102	68.4347795	6.923444749	6.222935982	5.467291881	9.559914167	5.045638322	5.387462738	5.566065023	4.916123388
CD3D	13.03953554	37.65779684	15.52855353	9.209239071	28.27189913	22.78237052	11.23164466	32.50945781	15.36258674	11.38937305	8.402517062	34.97435127	24.5693196
CD3E	506.9602404	453.2703392	547.022866	474.8885022	523.6329017	398.4622154	127.3488074	130.1676294	196.9600458	105.0928264	143.9438651	123.3307596	85.77541568
CD3G	5.4425985	4.580658473	6.397887565	16.22020232	4.23610984	6.989887079	6.568232714	6.126355589	12.18070232	2.91226394	6.441935019	5.746122511	5.731246856
CD4	63.1971655766667	70.4348039766667	62.4987851233333	63.6819920566667	47.6048539366667	49.0709203766667	34.4073191236667	42.3288682866667	64.54483371	35.13630938	31.6918352866667	53.3522095733333	57.8929316033333
CD40	602.56671225	566.2309199	545.46965852	568.74811932	429.277127665	494.75970857	128.01031356	161.341296485	187.75988793	135.79975834	110.80943232	150.240049085	113.37251893
CD40LG	56.57798135	12.97112095	19.9917161	12.05292942	8.57541821	8.18443968	45.83828116	13.76698579	35.70967102	12.28839492	8.561141471	10.66055056	6.499733069
CD44	825.276621814286	559.741544232857	904.033218392286	653.676743709857	748.747593442857	720.290954631	869.558433719	1118.59702878714	1129.12685159857	978.622056584714	1396.95075136143	618.853849318	967.972738240429
CD46	934.5546286	1284.482748	1229.154318	1309.348178	989.6960035	913.7059119	1181.976195	1686.21361	1300.83354	1282.184569	1816.900458	1191.26593	1639.624777
CD47	148.99132693	160.985265579	141.0671730755	213.11765219	136.837191655	150.337765563	85.1938447385	95.9119480985	145.135474091	88.760281804	111.449335437	92.646788023	99.869904142
CD48	43.28637562	3.847324658	18.78687639	15.41496491	44.36369066	35.33621756	17.56797516	3.255136131	3.828808363	2.365218164	6.212867418	2.618491511	5.498199385
CD5	67.22951643	34.2817755	78.65320209	64.7602787	34.80212303	34.17529199	18.99943474	16.37885828	16.39071365	22.94217356	19.17460965	16.98433581	9.756383727
CD52	11.64115919	4.425794627	6.819203873	10.92879483	12.33488855	6.999935964	8.14112828	9.58946978	4.461566179	2.140537119	7.070489768	5.617601453	2.458125706
CD53	36.15427446	23.99721956	10.64516522	6.366270856	43.42399721	19.84995392	31.91138349	53.02603813	13.10854751	29.94395627	7.020370613	8.21914387	28.09328495
CD55	1765.402538	1901.049814	1938.718601	602.7043632	1743.054661	1882.207586	822.2699537	1250.371	989.6554514	2584.378107	744.7545573	1361.985806	1646.857696
CD58	183.3068557	147.099551	144.6904614	197.7105119	211.9649192	322.9063417	194.8216761	151.7029416	160.7055288	277.4546639	185.5761052	208.9854004	154.9531437
CD59	2171.18418	1900.886595	2216.820321	2597.278267	3038.8969555	2423.3810925	3263.142644	4114.705972	3862.921632	2900.2773955	5087.6809495	3023.863953	3854.6977445
CD5L	4.048803226	4.513135562	5.782371828	3.218745651	4.974556682	5.753285663	3.677529956	1.754183525	1.648791201	2.746315235	3.064605242	5.976079389	4.913659304
CD6	327.47354035	284.4998172	297.50302345	396.1647044	322.84037725	387.5280514	117.88461219	150.317151	184.6145846	141.4197713	138.95870835	150.75093958	133.9530804
CD63	5519.254934	6860.191933	5487.315633	6105.035348	5428.077548	4459.25216	8199.012446	9008.367699	8537.310651	8105.449545	8229.625491	7911.758291	9226.056606
CD68	946.3042984	584.6534042	792.8706781	873.5116841	916.2548788	893.4912911	416.1150652	525.4976715	481.8964872	280.7653141	463.7283048	337.1280494	297.3348052
CD69	29.92768246	15.73869083	21.81562315	19.36620063	54.19148839	8.59266444	4.103372959	1.522722626	4.674187378	23.56881655	3.18529617	13.60872056	11.16338892
CD7	215.5546362	164.8292856	180.1975986	206.5225094	247.3067732	190.9903203	192.4286769	147.100035	154.4479161	133.6420869	143.0496576	231.9830988	162.0462856
CD70	75.56150924	143.3029385	155.8431463	91.93715308	76.99124466	38.86980455	54.32322742	36.33146883	23.35638345	21.61068302	20.42048683	107.4662685	61.0664038
CD72	46.70461803	97.77053749	35.85914766	99.02069232	21.94838909	30.46089513	18.1931789	43.23328188	7.155718945	24.26787391	103.2907267	70.93184023	78.04966971
CD74	189.1307056	252.4046034	236.956637	188.8622585	294.4976893	193.153741	64.44006556	99.19228957	111.4320984	26.75880787	124.2512582	97.83891694	54.79584967
CD79A	37.441819455	24.0126896955	25.333245036	42.44260077	29.1155078555	24.954018628	13.911950476	18.917293825	17.442326104	10.144547019	11.83202211	15.708621555	13.3331410185
CD79B	13.78186777	9.167534735	7.560922249	16.9565645	13.14709021	12.96166909	11.12081391	7.107937761	25.50891429	20.45406913	11.90434058	10.99025759	14.07861353
CD80	25.55838552	21.70346763	23.31467654	70.60282921	75.40135989	49.52425335	49.24912446	7.776856322	29.22137559	7.774236049	22.20660162	7.062424685	34.42848959
CD81	4781.500545	6065.091483	3784.687177	6108.753425	5662.876739	4941.866201	14698.27124	12852.90474	14254.94692	12386.55891	13627.15125	14900.83168	11576.43641
CD83	343.3956207	242.3910534	296.0502034	300.3336083	206.9577117	165.4340215	13.66012771	45.31242275	50.090645	78.29464643	68.40318488	64.44878836	77.80219958
CD84	40.19506119	105.0588163	106.3792892	94.83315491	21.98473923	57.27383342	72.25474098	27.66718881	9.904558074	18.82718544	13.86502785	51.80070581	27.05942001
CD86	14.69748311	51.73359167	7.764004779	38.53900894	28.26199409	34.90167523	8.583863213	13.54688642	18.59697831	6.000570852	10.73480465	6.900831518	5.839236859
CD8A	76.51738115	95.52437605	119.5305988	124.0590262	113.5401872	58.06989916	69.90590697	9.421677271	47.73086268	35.68953794	42.19886186	40.88350019	33.49937673
CD9	2118.654366	2587.521319	3585.006841	2896.975098	2990.58422	2456.721038	1301.023903	2746.435795	1679.898419	3075.038305	3685.455446	1614.352695	2232.654119
CD93	11.42518044	11.92814608	10.72367154	13.89952966	16.67627831	8.608950652	5.724596901	10.99624029	8.767820644	3.211954266	6.878314498	8.096083534	8.097738194
CD96	37.04218109	29.37412362	55.46813688	37.26984104	82.43235859	36.81195673	30.11840558	17.4224297	37.89542329	5.972059656	12.4457672	18.85568266	3.151271126
CD97	1539.800348	1144.724283	818.7843886	1639.610592	1378.7188	1622.793277	550.0304865	440.6075427	700.8058687	867.329714	1381.821078	681.6733767	836.7453582
CD99	3099.703547	5462.567512	3920.786567	4750.03105	5586.097137	4935.084577	4980.790577	6700.616228	7865.091404	5766.876804	10521.85763	4333.08704	5816.267854
CDA	36.79762458	77.00375885	108.6693067	47.42477027	31.7498362	39.71378597	84.63881388	335.668454	106.5285467	147.7700273	131.013391	163.6759368	565.6331315
CDC123	768.7662146	803.605026	724.8450081	730.1468247	726.5876115	998.8480205	854.0669679	818.8362249	817.1311938	894.3558129	830.2170261	744.2489381	818.4366172
CDC14A	14.31031512	4.755288837	29.56070331	5.766517534	4.575927805	16.79952604	3.467979263	9.561395786	41.93557212	1.000202176	18.38044072	26.2448636	10.45531888
CDC14B	409.9716654	265.1117995	310.9474216	238.6513258	169.2225064	194.024909	239.964392	303.4246528	346.0337034	235.4068963	100.6962671	220.3791866	172.3258785
CDC14BL	41.55749637	71.45174287	32.42031354	72.51989024	50.6646004	42.55520701	14.93893376	11.42193804	33.0406323	12.40513445	45.36364877	30.10515988	38.28254352
CDC16	1027.932341	1232.099335	1461.215507	1167.943403	1415.989416	1431.575734	1381.132855	1587.011766	1438.415953	1548.037466	2104.341754	1256.111311	1679.308285
CDC20	123.0281474	20.88978478	133.6953901	30.68494968	210.1125059	371.9034369	101.0204652	40.55610623	69.23035945	61.44726072	141.8546013	42.81863488	72.29842535
CDC23	281.655954	325.5753078	353.7827978	376.2447657	349.4062231	334.8316925	162.1430154	147.9870632	238.9211488	222.7500083	215.6417295	219.3999528	209.7103572
CDC25A	71.14904998	38.91722093	67.90412466	30.74852137	52.3026433	75.752333185	35.7548766	36.98400467	42.064879445	38.84618743	37.08952433	47.64540818	36.21960057
CDC25B	1005.525719	521.3175211	797.5094274	745.5242123	1241.794634	802.2376545	473.589278	439.155023	532.4140071	590.0641462	269.6579443	337.2444943	338.3809491
CDC25C	68.23810526	32.09762309	68.44846575	87.21050851	62.72097935	83.48733197	25.19136761	49.97378318	28.23219586	40.86323378	27.14264244	5.856045311	2.149098852
CDC27	387.6065864	271.7088246	355.3355668	344.5454928	280.2147927	439.070244	232.2051322	429.1477333	292.2463979	245.9020238	449.9272272	210.3621375	312.9700061
CDC34	402.2539188	380.9026566	324.0840366	520.3689401	404.7396649	412.82604245	301.78474	348.0006076	430.86014425	328.3396975	406.5669758	374.7727836	332.51523915
CDC37	1462.080177	1404.653708	1044.57921	1426.072189	1383.601473	1637.209524	1828.918468	1669.89543	1551.455175	1553.07076	2219.895549	1809.79745	2362.861152
CDC40	83.45584863	85.09183902	74.91188691	48.87424316	51.58609636	54.80869764	60.86227373	76.33479462	45.54645257	98.16814025	44.73586607	50.11254987	76.79859666
CDC42	1220.26578665667	150.632461556667	226.403751228	357.502380906667	349.959708726667	176.386627153333	745.251801341667	362.402091097333	892.613953807667	408.306409301667	474.97025387	652.30784271	386.456180988667
CDC42BPA	723.52441585	876.56039405	814.91633725	1086.002976	966.68801305	747.453797	588.4384231	580.84071365	494.9461221	614.21639845	531.01246235	840.12370455	660.20822385
CDC42EP1	2511.730448	2334.917868	1920.906271	2307.873085	1834.835428	2163.30267	2755.481411	2184.963121	2753.901479	2071.245556	1707.875108	3513.874568	2213.086528
CDC42EP2	186.8610226	262.9519498	222.2560162	107.814786	197.9490358	139.5170753	392.8805253	365.3911305	475.2944117	309.8672983	603.5127094	480.7334123	409.4147816
CDC42EP3	920.9083514	1290.684686	1443.830032	1537.397874	1472.186253	1322.921576	1528.845618	2892.044739	1974.46325	2278.1875	1144.142628	1332.390858	891.7294852
CDC42EP4	606.1265495	345.6299665	468.0087002	458.5691377	403.2288898	343.8866346	411.6298766	414.3826282	397.5738042	371.1086477	206.0824818	402.328051	265.3843621
CDC45	183.3101948	35.33619786	323.1955057	29.18472172	55.7757746	289.0373402	13.71229237	16.66888808	22.47985759	16.19378268	42.03157598	23.22319138	61.35795515
CDC5L	55.46604036	36.5094130033333	63.3076827866667	68.1636026833333	47.8937528366667	48.9052967533333	45.01066594	42.84871449	29.4510048866667	52.08665383	24.42851427	35.61657678	19.040056635
CDC6	138.2846022	28.449824763	163.94440795	81.95750224	100.3967726	131.208618	36.87194376	20.4787887155	32.622476655	45.25892258	84.463134215	17.331510677	32.25921619
CDC7	125.4085883	72.99289405	127.3482831	95.10480926	116.5475303	91.51951261	50.68521914	45.66841694	61.3198457	74.50932305	76.04770384	55.39002822	55.21556057
CDH1	66.232569311	21.9822427895	66.9362689445	80.9066487575	55.1423439865	32.1962008165	18.683167662	23.975639731	9.364841675	4.662936757	75.0751281	9.993145084	31.520349493
CDH11	5527.2757575	5460.258761	5450.3519175	5656.8666795	3789.6864075	4806.950029	6309.619044	5816.4658395	4897.7752615	6460.976066	4615.8977035	4659.6345035	5533.0186775
CDH12	30.5345048845	10.2597283845	48.327557533	30.6409996435	20.398830756	43.558155025	25.858932186	28.0673728655	28.00445497	13.5241137615	9.2447776415	33.00417207	14.79643858
CDH13	1549.89353746667	466.6835246	451.219780333333	2643.21185653333	2664.063212	2061.56567156667	501.4085409	871.5394357	1172.31991523333	693.5052161	2069.50464846667	360.468505633333	386.34244735
CDH15	322.8524727	275.8846971	324.9507989	321.8650777	270.6921638	287.3300265	98.09519145	121.6311925	64.26301028	80.94660206	148.9326119	40.26352605	55.40422077
CDH16	265.063298	235.4958532	320.5795265	317.2575292	280.3401333	274.8747303	58.42958592	92.64397424	47.11995161	69.54954028	113.6115391	110.5483993	160.2116863
CDH17	5.630068915	5.008443679	11.85124678	10.27103531	9.134910144	5.156481502	8.079238131	3.410147767	7.418201933	6.460636194	11.94556366	4.032382335	4.684247316
CDH18	78.68306995	40.24372769	87.02931321	94.5537865	70.78931287	66.04075497	27.76069748	23.14104011	13.04899966	39.89537876	34.83650095	35.46548551	35.89543639
CDH19	31.75379841	34.73430187	9.401380121	20.65727534	20.5173763	17.94254244	46.23648888	22.6205923	28.920004	2.636021599	9.183337386	38.99745204	3.057832376
CDH2	1283.97174335	954.76346505	1023.6364768	3239.3182565	2348.9669021	2108.63240335	1379.2798795	1273.251386	1563.183624	1369.4878484	2196.863701	1416.8708585	2043.2555276
CDH22	23.39070858	28.03914474	53.39265874	48.28107277	17.60189206	56.30663856	15.69303461	16.90913615	19.24271918	34.34793614	25.46437332	24.18486156	13.41785056
CDH3	66.24628917	53.21342839	73.7927559	39.92331628	39.03864857	14.35912727	8.278676263	28.95516584	26.76348427	37.3739347	11.72324663	15.68726906	28.51017923
CDH4	490.7431486	236.9386376	502.7529919	440.2332911	655.7791114	418.8707392	181.6151086	173.7945456	137.4339593	66.42511991	125.7639952	158.109462	149.0452759
CDH5	110.1101038	6.569648631	74.08920728	15.10741185	94.23108023	22.7108947	59.85216563	29.64903065	16.77291262	44.85835557	7.516915424	11.54214882	10.11253859
CDH6	239.10510635	185.7338149	250.47339705	315.5161598	259.2936946	359.2819377	266.1515441	614.320024	543.3143789	294.67581595	390.5960436	223.3142378	287.4258364
CDH8	29.7822221883333	19.4736107063333	21.1889490666667	12.7917974733333	20.3349143963333	11.3465648443333	15.377491711	12.670320727	16.515988736	18.332822381	67.8064300533333	17.1821289556667	5.881979987
CDHR1	70.60267065	149.5884362	153.9033674	86.78910668	51.34366405	135.0184147	74.12831838	44.7514526	129.8506257	99.72221795	118.5635409	76.0690993	58.54821633
CDIPT	3664.902053	3512.146296	3456.888418	4521.633906	3919.355768	4238.195463	1911.010867	1767.889447	2102.896255	1825.525051	2365.956578	2537.110203	2101.437988
CDK1	174.69486861	39.0807590066667	193.442542746667	44.00991804	294.235279776667	261.649386456667	47.9265781333333	31.48374521	47.6429230366667	50.0557049666667	56.6230689366667	32.9134723346667	28.6401985206667
CDK10	269.60555566	457.42316095	159.939658375	460.90589839	262.43336632	457.4823647	420.36552145	362.2836512	543.0774286	366.51292665	396.9361622	418.43359295	356.5897916
CDK12	147.4587304	163.7673552	144.995138	169.2525517	190.6688105	55.57669108	56.30650699	91.10908807	32.5067525	69.61974931	72.43855315	109.2157695	67.10335642
CDK13	312.099759075	244.740576525	258.750629495	327.150672825	308.9393327625	234.0594831	137.5807482525	105.6482530075	126.0826883925	89.73916478	134.83638105	137.4945058775	121.3213147625
CDK14	1176.158391	900.2836908	982.5482733	523.3254794	819.5408522	661.6290605	545.43306	580.0457857	501.794807	634.7578148	266.9779947	553.2762313	536.1051289
CDK16	700.078492466667	412.297827233333	412.902005	577.172897866667	590.1517289	597.879329433333	664.0509909	704.820375266667	657.469545	539.057801433333	697.133649266667	626.609570833333	720.484827333333
CDK17	137.602865055	135.74276145	163.19064653	142.54706414	158.2728953	140.95655399	114.319566625	111.435853135	117.65789945	154.818033085	153.50815246	122.459478575	114.22230508
CDK18	123.7295014	85.62372712	86.88483263	197.489750016667	137.665775133333	84.4715729333333	50.2283091233333	51.534244864	61.8807862966667	52.24346698	38.5169491366667	33.02381875	100.558007903333
CDK19	314.5173553	208.5075242	317.177674	198.2731886	499.1961553	322.754461	186.5360281	195.2360857	245.6947652	211.4849316	207.8506501	193.3442578	131.7239314
CDK2	1382.98068635	944.35916615	1396.7785057	770.97055105	1159.10730545	1318.2290085	472.886209	350.428001445	462.0084661	512.14665535	374.4637329	438.9849326	389.16680685
CDK20	14.89211842	100.4806606	50.35376098	27.22729012	44.42077845	26.82792185	85.60380551	65.93457214	19.50586963	90.1003279	8.068056761	115.8665941	24.50235509
CDK2AP1	2544.697464	2161.888814	1890.681379	1668.741836	2460.163499	2188.263059	2159.556858	2086.176177	1890.059374	2538.553825	2175.345388	2493.232044	2480.155891
CDK2AP2	761.8544285	912.8286165	687.6120284	799.9285469	804.4909034	902.0732983	763.5885357	821.9848278	1090.642479	1044.65713	895.9458751	1320.583519	1075.698599
CDK4	1476.959466	1451.835292	1703.211543	823.5304814	1307.449973	1697.305239	1388.853003	1252.674914	1324.277486	1224.185203	696.0941795	1144.39335	925.5518539
CDK5	303.1210938	240.26481905	280.9016888	322.3631968	290.7752978	289.4166175	233.2365819	228.2496561	237.2968017	235.2413776	368.6725417	320.6100708	319.29419225
CDK5R1	410.837131585333	302.155755373333	327.608943376667	467.115135576667	390.477699443333	275.280065976667	191.953473946667	113.199174913333	151.488863923333	154.042545243333	161.228309463333	156.053691703333	125.766853345333
CDK5R2	362.9974621	273.2628806	283.5601148	256.9039581	354.9321364	236.1653271	77.72798624	86.5264157	130.858579	117.2273699	124.6980274	251.7201473	124.520929
CDK6	353.3266079	287.0507757	248.4270156	292.5160964	249.3786663	225.0006329	166.17605165	144.68721975	168.42409977	141.314871365	142.089142345	159.060665295	186.6151251
CDK7	398.03315655	532.4300406	498.40531605	382.7774616	466.33997635	455.4934547	444.0105106	476.5453981	375.4856043	505.3337764	631.13970025	433.23421665	485.97212325
CDK8	422.2364834	353.5886552	357.8513246	421.0249526	505.03532745	342.6705479	287.4104769	287.5357108	277.83862445	337.22488995	237.223016	272.57595715	363.6318969
CDK9	469.6062583	400.4127392	322.5276595	424.4644018	396.6690692	383.1743605	441.2710321	513.865939	542.1499025	395.7369009	386.1428985	371.1578975	435.9059523
CDKL1	231.4634896	113.65493681	170.538643825	123.192649955	107.96064785	115.76103066	86.67801767	90.91413197	145.3897462	89.440432425	23.2466426805	100.16190925	29.14640153
CDKL2	18.79563137	12.7073359	15.04074757	76.89419106	40.77287296	3.53814895	9.729615111	18.04010417	20.09926717	10.05910797	31.56588679	29.86895443	13.70267846
CDKL5	182.1077618	182.42068694	241.59121005	187.3231906	155.21398535	193.89267779	125.8609738	94.39159063	92.80656357	49.807749985	102.95903655	87.45648512	88.734053345
CDKN1A	3003.357801	4214.177611	2820.654196	4978.194794	4312.849739	3166.558761	8586.992467	7838.371855	7444.430974	6079.845696	5580.727027	8646.128744	7104.595867
CDKN1B	178.02658145	164.863601633333	249.673624396667	127.04863945	256.231698973333	124.04539265	116.204960303333	104.930198623333	115.740093393333	195.622505486667	102.75587871	132.466089113333	95.2219747766667
CDKN1C	445.500353	424.483378166667	487.681694266667	108.685213883333	111.799941273333	122.695035148333	255.5984846	265.135561466667	156.83575701	421.1629919	40.5495804616667	448.500855933333	89.88977386
CDKN2A	177.728327	283.1612634	155.1476523	328.4822209	97.44680636	174.4388383	165.8974166	243.3704324	196.4566901	205.144874	98.96040966	166.3315569	259.6665654
CDKN2B	8.664785413	8.7371504125	10.278242252	20.047752445	8.632868659	16.41846636	40.450086215	43.319682575	11.290096902	21.801296305	14.116052877	38.5598467	19.949099045
CDKN2C	600.1687756	243.3092101	447.7323488	645.5098811	516.523054	375.8574023	248.3545195	220.7764052	182.1277469	230.0859326	196.5055266	173.3944425	119.7257163
CDKN2D	450.43717555	295.72788215	375.49703005	484.37864	531.1389874	488.7867167	216.25617735	218.2213506	193.190778	202.0659773	365.96491195	229.4911047	213.33468245
CDKN3	246.1145703	102.9985711	195.3078189	19.47957558	199.0362531	332.580666	84.92640507	131.9641528	136.9598606	130.1945102	158.5432645	79.84086885	175.0997197
CDO1	129.4987471	123.6297587	209.2399916	79.98742165	101.012701	172.740848	50.70236931	60.33714162	89.95979717	65.45037848	34.80293419	14.8785518	12.67508102
CDON	87.12728772	68.67992783	56.43917251	30.78909917	114.3263331	35.99699179	11.53685475	12.28973219	39.93736599	53.03600004	42.87832633	13.69533667	30.20585352
CDR1	33.612130675	11.46161704	24.239467015	12.969765666	10.627000474	4.329544579	10.7229299895	10.0335526775	4.1259863525	8.8243449335	16.428286376	10.594098181	17.796639452
CDR2L	420.9805342	400.2504671	475.24990795	595.3936801	562.6861033	385.95044195	220.0934205	220.81366495	227.65170295	210.25829395	338.3311825	250.5115402	236.2945695
CDRT1	3.536500385	6.381784601	12.23471783	6.545830437	28.55265573	4.481348086	7.356181357	23.90127585	4.21490669	4.156535677	9.109557812	2.655389363	3.358283658
CDS1	81.295439215	54.535432885	59.763273745	160.251011685	54.38068497	34.775464845	41.742094555	88.83090941	56.046523975	49.65850036	68.308325135	28.595929069	27.35724588
CDS2	349.6437259	376.0219084	451.4750808	419.6286176	427.8291494	469.7278776	288.9730768	313.668739	252.2136537	310.1292591	442.5675361	228.7571345	258.5366234
CDSN	61.52948653	60.61559434	59.88466187	62.19462585	173.7863039	76.90419092	61.27431179	85.17131233	67.99114095	66.68837935	106.2493592	96.29910913	46.83159571
CDT1	254.8630847	96.55547565	174.8816518	116.3208437	171.8813136	306.858745	36.46615089	88.97281971	63.83874968	40.05741988	50.15430573	109.1300803	32.97548292
CDV3	1844.78776835	1829.10005335	1548.0992949	1500.35462465	1685.17082905	1590.3018847	2281.87358	2017.052078	1912.1420095	2177.404875	1629.2810755	1920.9099255	2241.2665095
CDX1	61.37244477	67.56468469	48.72738783	111.4856974	76.39818821	31.77143717	8.138627147	16.89853173	15.14953141	47.47819718	8.914651248	18.60584932	16.08145064
CDX2	134.310961335	122.704986645	123.229411235	173.07018655	171.214122645	108.055053575	41.034351915	64.137084405	90.3001110175	59.314131945	77.245645865	38.065634365	55.3137186
CDYL	1484.633346	1343.031998	1537.335491	1345.597315	1137.54174	1235.53693	814.2886569	800.46547	866.5915414	1058.035543	841.8740152	877.4801203	1015.364143
CEACAM1	57.258271675	52.4841667845	40.319374445	61.142622722	35.685024695	49.8762739755	34.200386555	49.03308308	33.475414385	22.95484137	20.263536165	17.40108624	21.569738995
CEACAM3	327.31214656	135.598996552	337.323735604	441.105851758	253.2208732325	328.7178642285	34.898363955	99.49076884	143.07421486	83.993728465	122.7131304045	56.987572875	81.62370939
CEACAM4	96.10945354	77.40709423	116.3423617	140.6476194	133.0401654	124.8523464	74.06632725	30.3339342	43.25575604	65.86373493	22.91571353	96.68282122	11.88577463
CEACAM5	31.218332735	29.226798545	48.49464601	60.258871755	46.969692635	49.640657975	28.869770191	6.2898237955	13.1337320405	15.465562608	23.502257155	9.819848818	5.3800982505
CEACAM6	12.64217826	29.48157743	6.190341655	10.36828245	10.37303922	7.49425097	3.823951614	6.095388251	5.648563001	13.47006369	6.301834413	9.955310304	22.00897075
CEACAM7	6.599069741	8.082359004	6.85021137	9.657100369	45.16957941	5.460695723	8.435584452	2.519720858	10.91943853	6.711212357	44.6786883	12.26033737	4.508717629
CEACAM8	44.25859783	13.6906695	12.45227129	6.060392031	22.08669632	22.33710183	2.202323276	15.12080619	27.97339635	16.57786651	12.27965249	13.87064021	14.77180006
CEBPA	88.8919043	141.6764674	307.5797462	129.8439558	206.4388244	102.3423326	190.3895976	132.6115604	232.5646228	69.13760561	95.87697942	62.27789373	210.6441849
CEBPB	4759.245896	6527.132388	5580.314209	3794.722938	3756.85162	3812.562803	5442.553675	4071.261727	4771.578054	4599.530781	1573.851331	5922.230225	3794.055502
CEBPD	1936.537273	1540.367702	1877.213654	425.4985456	453.5995019	716.6540422	1454.575069	1199.012925	1642.652802	1566.939074	334.5800943	1093.280804	678.190231
CEBPE	28.10427124	21.25616881	26.1635168	40.24798229	30.98329416	51.2393667	14.29055859	12.39963991	25.63606577	12.07440518	16.93247248	11.16878613	8.660070012
CEBPG	671.6407034	475.9572619	574.9478661	584.0526607	600.3506548	487.3805471	464.7500874	446.5554001	513.4528743	516.6169486	372.5145984	645.3573718	362.4122453
